Recipe_Name,Recipe_Ingredients,Cuisine
Rib ragù,"1 rack pork ribs 3 tbsp olive oil 2 carrots, chopped 1 celery rib, chopped 1 onion, chopped 500ml/18fl oz stock a little oil 200g/7oz pappardelle pasta",thai_and_south-east_asian
Ciabatta,"400g/14oz strong white flour, plus extra for flouring 7g instant yeast 30ml/1fl oz olive oil, plus extra for oiling 7g salt semolina flour, for flouring",thai_and_south-east_asian
Paul Hollywood's focaccia,"500g/1lb 2oz strong white bread flour 2 tsp salt 2 sachets dried easy blend yeast 2 tbsp olive oil 400ml/14fl oz cold water olive oil, for drizzling fine sea salt",thai_and_south-east_asian
Tiramisu,"6 large free-range eggs, separated 200g/7oz caster sugar 250g/9oz mascarpone 250ml/9fl oz double cream 250ml/9fl oz espresso coffee 170ml/6fl oz sweet Marsala wine 30-40 Savoiardi sponge finger biscuits cocoa powder, for dusting",thai_and_south-east_asian
Easy panettone,"150ml/5fl oz milk, warmed 2 tsp fast-action dried yeast 100g/3½oz golden caster sugar 3 free-range eggs, beaten 175g/6oz butter, melted 3 tbsp Marsala wine 1 tsp vanilla extract 500g/1lb 2oz strong white flour, plus extra for dusting ½ tsp salt 150g/5½oz raisins 4 tbsp orange juice or brandy 75g/2½oz candied peel oil, for greasing 1 free-range egg, beaten 2 tbsp flaked almonds icing sugar, for dusting",thai_and_south-east_asian
Panettone,"500g/1lb 2oz strong white flour  7g salt  50g/2oz caster sugar  2 x 7g sachets instant yeast  140ml/5fl oz warm milk  5 free-range eggs, at room temperature, plus extra for egg wash 250g/9oz unsalted butter, softened, plus extra for greasing 120g/4½oz dried cherries 120g/4½oz dried sultanas 120g/4½oz dried currants 100g/3½oz whole blanched almonds",thai_and_south-east_asian
Porchetta,"3 tbsp finely chopped rosemary  sprig thyme, leaves only, finely chopped 1 head garlic, peeled and crushed 1 tbsp fennel seeds, crushed 1 tsp chilli flakes 1 lemon, zest only 50ml/2fl oz wine 3kg/6lb 8oz piece boned belly pork attached to the loin, butterflied, rind scored 1.5kg/3lb 5oz roasting potatoes, thickly sliced 1 onion, thickly sliced 100ml/3½fl oz white wine (or cider) 100ml/3½fl oz chicken stock (or water) 2 large Bramley apples, peeled and roughly chopped ½ tsp ground cinnamon ¼ tsp ground allspice ¼ tsp ground cloves 1 tbsp lemon juice 2 tbsp light soft brown sugar 15g/½oz butter",thai_and_south-east_asian
Minestrone,"1 tbsp olive oil  1 brown onion, chopped  2 carrots, chopped 3 large celery sticks, chopped  2 garlic cloves, finely chopped 2 tbsp tomato purée  400g tin chopped tomatoes 1.2 litres/2 pints vegetable or chicken stock, made from a cube 400g tin cannellini beans, drained and rinsed 100g/3½ dried spaghetti, broken into short lengths ¼ head green cabbage, finely shredded salt and pepper",thai_and_south-east_asian
Panzanella,"handful fresh basil 4 tbsp extra-virgin olive oil, plus extra for drizzling 1 tbsp salted capers, rinsed  300g/10½oz stale sourdough, torn into chunks  500g/1lb 2oz ripe tomatoes (preferably heirloom, in variety of colours, shapes and sizes), washed and sliced, reserving the seeds and juice  55g/2oz Kalamata or other dark olives, stones removed, sliced ½ red onion, thinly sliced 1 tbsp red wine vinegar sea salt and freshly ground black pepper",thai_and_south-east_asian
Perfect panzanella,"2 red peppers  2 yellow peppers 225ml/8fl oz extra virgin olive oil 800g/1lb 12 oz ripe plum tomatoes 1 tbsp large green olives 1 tbsp capers, drained and rinsed 1 ciabatta loaf 3 tbsp red wine vinegar 2 garlic cloves, crushed salt and freshly ground black pepper large handful of fresh basil leaves",thai_and_south-east_asian
Easy panzanella,"2 fist-sized pieces ciabatta bread, or any other unsliced loaf 2 anchovy fillets 3 tbsp drained capers 4 tbsp olive oil 1 tbsp red wine vinegar 600g/1lb 2oz tomatoes, chopped 1 bag mixed salad leaves salt and pepper",thai_and_south-east_asian
Tiramisini,100ml/3½fl oz espresso or strong instant coffee 2 tbsp coffee liqueur 4 Savoiardi biscuits (fine sponge ‘ladyfinger’ biscuits) 2 free-range egg whites 250g/9oz mascarpone 2 tbsp honey 2 tbsp Marsala 1 tsp cocoa powder,thai_and_south-east_asian
Spaghetti with garlic and chilli,"200g/7oz dried spaghetti 1 fat garlic clove handful fresh parsley leaves 3 tbsp extra virgin olive oil  2 pinches dried chilli flakes, to taste sea salt",thai_and_south-east_asian
Alpine pizza,"500g/1lb 2oz strong plain flour, plus extra for dusting  2 tsp salt 1 x 7g sachet of dried yeast 320ml/11fl oz lukewarm water dried breadcrumbs or semolina, for dusting 80g/3oz gruyère cheese, grated 250g/9oz crème fraîche salt and freshly ground black pepper 1 large red onion, thinly sliced 140g/5oz salami, cut into strips  marjoram leaves, to finish",thai_and_south-east_asian
Vegetarian chard and cheese dumplings (strozzapreti),"300g/10½oz ricotta 500g/1lb 2oz Swiss chard  pinch salt 50g/1¾oz very fine breadcrumbs 1 free-range egg, lightly beaten 1 tbsp finely chopped basil 1 tbsp finely chopped mint 50g/1¾oz pecorino cheese fine semolina, or 00 flour, for dusting 50g/1¾oz gruyère cheese, grated 50g/1¾oz pecorino or brocciu cheese, grated 3 red peppers, cut in half and deseeded 2 tbsp olive oil 1 onion, finely chopped 2 garlic cloves, finely chopped 1 bay leaf 1 sprig thyme 1 sprig rosemary 150ml/5fl oz red wine 400g tin tomatoes or 8 medium tomatoes, peeled",thai_and_south-east_asian
Tuscan fries,"1kg/2lb 4oz waxy potatoes 1.5L/2½pt corn oil or flavourless vegetable oil 1 head garlic, cloves separated but not peeled 8 sprigs thyme, rosemary or sage, or herbs of your choice sea salt flakes, to taste",thai_and_south-east_asian
Artichoke pasta,"110g/4oz artichokes, marinated in oil 1 clove garlic, peeled and crushed 1 tbsp finely chopped parsley  1 tbsp  finely chopped thyme, leaves only 450g/1lb linguine pasta, cooked  ½ lemon, juice only  parmesan shavings, to serve (or similar vegetarian hard cheese)",thai_and_south-east_asian
Bolognese sauce,"225g/8oz beef mince 2 tbsp olive oil 1 onion, peeled and finely chopped 1 carrot, peeled and finely diced 1 green pepper, seeded and finely diced 1 clove garlic, peeled and crushed 125g/4oz smoked bacon lardons 1 tbsp mixed dried herbs 400g tinned tomatoes 150ml/5fl oz red wine salt and pepper",thai_and_south-east_asian
Crab linguine,"1 x 900g/2lb cooked brown crab, 350g/12oz fresh crabmeat 315g/11oz linguine  25g/1oz sea salt 55ml/2fl oz olive oil  1 garlic clove, finely chopped  4 spring onions, finely chopped  ½ tsp finely chopped red chilli  275g/10oz picked fresh white crabmeat  25ml/1fl oz dry white wine  1 tbsp chopped fresh flat leaf parsley  1 tbsp chopped fresh basil salt and freshly ground black pepper ",thai_and_south-east_asian
La gran lasagna,"125ml/4½fl oz olive oil 2 medium onions, finely chopped 4 x 400g/14oz cans whole plum tomatoes salt and freshly ground black pepper  large handful fresh basil leaves, roughly torn 250g/9oz minced beef 250g/9oz minced pork 4 garlic cloves, finely chopped 3 tbsp roughly chopped fresh parsley 1 free-range egg, beaten olive oil, for frying flour, for dusting 500g/1lb 2oz fresh lasagne sheets 200g/7oz parmesan, grated 4 hard-boiled free-range eggs, sliced 200g/7oz ricotta cheese 4 mozzarella balls, roughly chopped",thai_and_south-east_asian
Prawn tempura,"75g/2½oz cornflour 75g/2½oz plain flour 1 free-range egg, lightly beaten 188ml/6½fl oz beer vegetable oil, for deep-frying 50g/2oz plain flour 1.5kg/3lb 5oz uncooked king prawns, shells and central veins removed soy sauce, to serve",thai_and_south-east_asian
Tonkatsu pork,"125g/4½oz tomato ketchup (you can get Japanese ketchup, but any brand will do) 75ml/2½fl oz sake  2 tbsp Worcestershire sauce (Japanese is available if you can get it)  2 tbsp dark soy sauce 1 garlic clove, finely grated  1 tsp finely grated fresh root ginger  1 tsp Japanese mustard or Dijon (Japanese mustard tastes like a mixture of Dijon and English mustard) 2 tsp mirin (or more to taste) 1 tbsp sugar  4 tbsp plain flour 2 free-range eggs, beaten  75g/2½oz Japanese panko breadcrumbs pinch of salt and pepper 4 thick pork loin steaks  vegetable or groundnut oil, for frying ½ Chinese cabbage, shredded spring onions, finely sliced",thai_and_south-east_asian
Furikake fries ,"2 nori sheets 6 tbsp garlic granules  2 tsp chilli flakes  3 tbsp white sesame seeds  1 tbsp black sesame seeds  1kg/2lb 4oz potatoes (large baking potatoes are usually best) 1.5 litres/2½ pints vegetable oil, for frying  2 tbsp honey  1 tbsp fish sauce  1 tbsp oyster sauce ",thai_and_south-east_asian
Salmon yakitori,"100ml/3½fl oz soy sauce 100g/3½oz caster sugar 40ml/1¼fl oz mirin 30ml/1fl oz sake 6 spring onions, finely chopped 2.5cm/1in piece fresh root ginger, peeled, julienned 4 x 150g/5¼oz salmon fillets, cut into cubes freshly cooked rice,  to serve handful flaked almonds, toasted",thai_and_south-east_asian
Spring miso soup,"20g/¾oz instant dashi (Japanese stock) or 3 tsp good quality vegetable bouillon powder 800ml/1½ pints boiling water 4 asparagus spears or spring onions 2 tbsp white or red miso paste 1 tbsp mirin (sweet rice wine) 1 tbsp soy sauce 200g/7oz silken tofu, cubed",thai_and_south-east_asian
Teriyaki salmon,"2 salmon fillets 4-5 tbsp dark soy sauce 1 lime, zest and juice 1 small chilli 2 tbsp maple syrup 1 fat garlic clove, finely chopped  1 chunk of ginger, finely chopped  1 sheet of egg noodles bunch of coriander, chopped 1 tbsp sesame oil extra lime juice",thai_and_south-east_asian
Chicken yakitori,"500g/1lb chicken breast, cut into 2.5cm/1in pieces 1 red pepper, deseeded and cut into chunks small bunch spring onions 6 shiitake mushrooms, stem removed and halved small bunch spring onions 3 tbsp mirin  3 tbsp Japanese soy sauce 3 tbsp sake (rice wine) 1 tsp sugar",thai_and_south-east_asian
Chashu pork ramen ,"750g/1lb 10oz ramen noodles (alternatively use udon noodles)  drizzle sesame oil  2.5 litres/4½ pints toridashi stock 30g/1oz fresh root ginger, cut into 4 thick slices  2 garlic cloves, cut into slithers  10 fresh shiitake mushrooms, cut into slithers 1 carrot, cut into matchsticks 100g/3½oz shimeji mushrooms 200g/7oz soya beansprouts (or beansprouts) 50g/1¾oz sliced bamboo shoots 100g/3½oz enoki mushrooms 200g/7oz choi sum, ends trimmed and cut in half 500g/1lb 2oz chashu pork, about 16 slices  4 spring onion, cut on the diagonal  1 long red chilli, finely sliced on a diagonal 4 whole tomago eggs, halved  Japanese shop-bought chilli oil  shichimi togarashi (Japanese seven-spice seasoning) dried tuna flakes ",thai_and_south-east_asian
Miso chicken with walnuts and grapes,"8-12 free-range chicken thighs, boned and skin left on 80g/2¾oz white miso paste 40g/1½oz root ginger, finely grated 4 tbsp mirin 6 tbsp cider vinegar 12 small shallots, peeled 1 tbsp sunflower oil 200ml/7fl oz white wine 6 tbsp water sea salt and freshly ground white pepper 125g/4½oz walnuts, broken 80g/2¾oz unsalted butter 1½ tbsp maple syrup 250g/9oz small seedless red grapes 1 tbsp chopped tarragon",thai_and_south-east_asian
How to make chicken teriyaki,"4 chicken thighs 30ml/2 tbsp honey 60ml/4 tbsp soy sauce 60ml/4 tbsp mirin 30ml/2 tbsp sake 2 tsp grated fresh root ginger 1 garlic clove, chopped 30ml/2 tbsp vegetable oil 250g/9oz medium egg noodles",thai_and_south-east_asian
Miso aubergine with noodles,"150g/5½oz rice noodles  150g/5½oz mangetout 3 spring onions, roughly chopped 1 tbsp sesame oil  1 tbsp sesame seeds  1 lime, juice only 2 tbsp finely chopped coriander 1 large aubergine, halved lengthways, flesh scored in a criss-cross pattern not piercing the skin 2 tbsp white miso  5cm/2in fresh root ginger, peeled and finely grated 1 tsp runny honey (or vegan alternative) 1 tsp soy sauce salt and freshly ground black pepper",thai_and_south-east_asian
Grilled aubergines with miso,"2 Japanese aubergines or 1 large purple aubergine vegetable oil, for shallow frying 4 spring onions, green part only 4 tbsp light (sweet) miso paste (available in some supermarkets and in Asian grocers) 2 tsp sugar 1 small knob fresh ginger 1 tbsp shoyu or light soy sauce 2 tbsp mirin",thai_and_south-east_asian
Teriyaki chicken with leek and pepper stir-fry,"1 tbsp sesame oil 1 tbsp honey 1 tbsp soy sauce 100g/3½oz chicken thigh meat, scored with a sharp knife 1 tbsp olive oil 1 garlic clove, thinly sliced ¼ leek, sliced into long thin strips ¼ red pepper, sliced into long thin strips",thai_and_south-east_asian
Miso ramen soup with buckwheat noodles,"1.5kg beef bones, chicken carcasses, lamb bones (usually free from the butchers) or use the saved bones from a roast splash of apple cider vinegar or fresh lemon juice (optional – this can help to extract the minerals from the meat bones) 1 handful of any onions, leeks, carrots or celery ends 1 tbsp black peppercorns 2 bay leaves 350g/12oz buckwheat noodles 1 tbsp sesame oil or extra virgin olive oil 4 heads pak choi, trimmed and thinly sliced 200g/7oz mixed mushrooms, sliced 1 carrot, julienned ½ red cabbage, stalk removed, leaves shredded 5cm/2in piece fresh root ginger, peeled, grated 6 spring onions, trimmed, finely sliced on the diagonal 4 tbsp lime juice 2 tbsp miso paste, preferably unpasteurised 1-2 tsp tamari or salt, to taste large handful chopped fresh coriander, to serve",thai_and_south-east_asian
Sweet miso-marinated salmon with soba noodles,"4 salmon fillets, each weighing 110g/4oz 300g/10½oz soba noodles 225g/8oz white miso paste 200g/7oz sugar 115ml/4fl oz sake 115ml/4fl oz mirin steamed purple sprouting broccoli lime wedges",thai_and_south-east_asian
Japanese-style chilli prawn canapés,"20 large Mediterranean prawns, cooked and peeled 2 limes, zest only 1 red chilli, seeds removed, very finely chopped 100g/4oz good-quality mayonnaise  2-3 tsp ready-made wasabi paste, or to taste (available from supermarkets and Japanese stores) 2 spring onions, finely chopped 1-2 tbsp Japanese rice wine 1 lime, zest only, plus juice from ½ the lime",thai_and_south-east_asian
Quick and easy sushi maki (sushi rolls),"255g/9oz sushi rice 55ml/2fl oz mirin 340g/12oz sashimi quality tuna, cut into long thin strips 5 sheets nori sushi sheets 1 cucumber cut into 5 long pieces 5 spring onions 3 tsp wasabi paste light soy sauce Japanese pickled ginger",thai_and_south-east_asian
"Simple miso, tofu and mushroom ramen","15g/½oz dried wild mushrooms, such as porcini 1.4 litres/2½ pints just-boiled water 2 tbsp dark soy sauce, plus extra to serve 1 vegetable stock cube 4 tbsp brown miso paste 200g/7oz medium dried egg noodles 396g pack firm tofu, drained, dried, cut into 8 rectangular slices 2-3 tsp sunflower oil 4 large free-range eggs 150g/5oz chestnut mushrooms, thinly sliced 2 pak choi, roots trimmed, leaves separated and washed 100g/3½oz fresh beansprouts, rinsed and drained 6 spring onions, trimmed, very thinly sliced 50g/2oz roasted cashew nuts, roughly chopped dried flaked chillies, to serve (optional)",thai_and_south-east_asian
Tempura scallops and asparagus with ponzu dressing,"100ml/3½fl oz mirin (rice wine) 75ml/2½fl oz dark soy sauce 1 tbsp rice vinegar 1 x 13cm/5in strip kombu (dried seaweed) 2 tbsp ponzu (Japanese citrus-based sauce), if non-available use fresh lemon juice, plus 1-2 tsp extra to taste lemon wedges, for garnish 1 spring onion (green part only), finely sliced pinch dried chilli flakes (optional) 240g/9oz bundle asparagus spears, trimmed 200-250g/7-9oz roe-less queen scallops (or 18 medium roe-less scallops), thawed if frozen sunflower oil, for deep frying (roughly 1 litre/1¾ pints) 100g/3½oz cornflour 100g/3½oz self-raising flour 1 tbsp sesame seeds 1 large free-range egg, yolk only 200ml/7fl oz chilled sparkling water",thai_and_south-east_asian
Tofu sushi bowl,"100g/3½oz firm tofu, drained 50g/1¾oz sushi rice 25g/1oz frozen soya beans  low-calorie cooking spray 4 radishes, thinly sliced ¼ small cucumber, halved lengthways, seeds removed, cut into thin matchsticks ¼ small carrot, peeled and cut into thin matchsticks 3 spring onions, thinly shredded 1 tsp toasted sesame seeds 1 tbsp Japanese pickled ginger, drained, to serve ½ lime, finely grated zest and juice  ½ level tsp runny honey, or vegan alternative such as agave syrup ½ tbsp tamari or dark soy sauce ½ tsp rice vinegar dash toasted sesame oil",thai_and_south-east_asian
Asian-inspired cod with stir fry ,"150g/5½oz cod or haddock fillet, boneless 1 tbsp soy sauce 1 tbsp mirin  1 tsp rice vinegar  2 tsp sunflower oil  ½ red pepper (60g/2¼oz), thinly sliced 1 small carrot (50g/1¾oz), thinly sliced 50g/1¾oz mangetout, thinly sliced  1 tsp toasted sesame seeds few sprigs fresh coriander (optional)",thai_and_south-east_asian
